用户id,注册时间,性别,年龄,学历,所属省份,所属地市,下载渠道,游戏职业,游戏等级,最近一次登录时间
C39485,2019/4/13,男,29,大专,福建省,福州市,应用宝,法师,青铜,2019/7/18
C38471,2017#7#7,女,23,大专,黑龙江省,大庆市,应用宝,法师,青铜,2018/8/23
C41163,2018/1/16,男,17,大专,江苏省,苏州市,APP Store,刺客,青铜,2019/8/21
C27412,2017#11#23,男,17,高中/中专,贵州省,六盘水市,小米应用商店,法师,青铜,2018/2/20
C46926,2018/9/12,男,27,本科,广东省,东莞市,应用宝,刺客,青铜,2018/9/26
C46163,2017#11#8,男,37,大专,广东省,深圳市,应用宝,法师,青铜,2019/5/28
C48829,2018/8/16,男,24,大专,安徽省,芜湖市,华为应用商店,法师,白银,2019/5/24
C48965,2017#10#31,男,22,硕士,新疆维吾尔自治区,阿克苏地区,APP Store,法师,青铜,2018/2/11
C40636,2018/11/6,男,25,初中及以下,四川省,眉山市,oppo应用商店,法师,青铜,2019/3/7
C36217,2018/1/17,男,17,大专,广东省,广州市,vivo应用商店,法师,青铜,2018/8/3
C22674,2017#12#30,男,15,初中及以下,安徽省,合肥市,应用宝,法师,青铜,2018/11/1
C50542,2018/1/6,男,13,初中及以下,天津市,天津市,oppo应用商店,刺客,青铜,2018/7/14
C26424,2018/1/23,男,26,高中/中专,广东省,云浮市,vivo应用商店,法师,青铜,2018/7/7
C32282,2017#10#22,女,29,高中/中专,北京市,北京市,华为应用商店,法师,黄金,2017/12/18
C41787,2018/9/2,男,35,高中/中专,安徽省,安庆市,应用宝,法师,青铜,2019/2/11
C25710,2018/7/18,女,38,初中及以下,山西省,大同市,华为应用商店,法师,青铜,2019/7/5
C41068,2018/1/11,男,36,博士及以上,湖北省,襄阳市,APP Store,法师,青铜,2018/8/23
C36775,2018/10/5,男,19,大专,湖北省,武汉市,其他,法师,青铜,2019/4/11
C45922,2018/1/1,男,22,大专,山东省,济南市,华为应用商店,法师,青铜,2019/11/7
C21511,2018/3/2,男,21,本科,广东省,佛山市,oppo应用商店,法师,青铜,2018/4/16
C44508,2017#12#18,男,39,大专,新疆维吾尔自治区,巴音郭楞州,oppo应用商店,刺客,白银,2018/9/29
C28203,2017#9#28,女,34,本科,江西省,赣州市,vivo应用商店,法师,王者,2017/11/26
C38945,2017#8#17,女,23,大专,山东省,威海市,应用宝,剑士,青铜,2018/11/15
C41192,2017#11#26,女,22,本科,广东省,广州市,oppo应用商店,法师,青铜,2019/10/5
C29225,2018/5/2,男,29,初中及以下,浙江省,杭州市,小米应用商店,法师,白银,2018/5/16
C34224,2017#11#30,女,28,大专,江西省,赣州市,vivo应用商店,剑士,青铜,2018/7/23
C37596,2017#11#22,女,23,大专,浙江省,杭州市,vivo应用商店,法师,青铜,2018/5/20
C44332,2017#7#21,女,24,本科,广西壮族自治区,崇左市,小米应用商店,刺客,青铜,2017/11/28
C30419,2018/4/15,男,34,大专,北京市,北京市,华为应用商店,法师,青铜,2018/10/20
C22721,2017#8#17,男,23,高中/中专,陕西省,西安市,华为应用商店,刺客,青铜,2018/3/3
C30126,2019/3/25,男,19,初中及以下,甘肃省,平凉市,华为应用商店,剑士,青铜,2019/5/22
C24553,2017#8#23,男,20,大专,湖北省,武汉市,vivo应用商店,剑士,青铜,2019/4/7
C40446,2017#11#24,女,26,硕士,河北省,保定市,小米应用商店,法师,白银,2018/12/21
C46425,2017#8#24,女,34,硕士,湖南省,怀化市,华为应用商店,法师,青铜,2019/7/20
C40695,2018/1/7,女,24,大专,山东省,滨州市,vivo应用商店,剑士,青铜,2018/8/31
C40155,2019/3/3,男,38,大专,广东省,东莞市,华为应用商店,法师,青铜,2019/4/3
C49093,2018/1/17,男,15,初中及以下,海南省,三亚市,应用宝,剑士,青铜,2018/10/9
C42148,2017#8#12,女,13,初中及以下,江苏省,镇江市,华为应用商店,剑士,青铜,2017/9/13
C25017,2017#8#17,男,18,初中及以下,山东省,潍坊市,华为应用商店,刺客,青铜,2019/2/23
C46617,2018/10/29,男,13,初中及以下,四川省,成都市,应用宝,剑士,白银,2019/2/7
C32601,2018/11/5,女,23,高中/中专,广东省,广州市,vivo应用商店,刺客,青铜,2019/7/8
C33538,2018/10/10,男,24,本科,江苏省,无锡市,vivo应用商店,法师,青铜,2019/6/9
C24368,2017#9#28,男,35,初中及以下,福建省,莆田市,vivo应用商店,法师,白银,2017/11/29
C25976,2018/6/30,男,16,大专,广东省,广州市,华为应用商店,法师,青铜,2018/10/16
C39690,2017#9#17,男,27,本科,重庆市,重庆市,APP Store,法师,青铜,2018/9/22
C44436,2017#12#2,女,15,初中及以下,广东省,广州市,APP Store,法师,青铜,2019/1/2
C23089,2018/8/22,女,28,大专,安徽省,六安市,华为应用商店,法师,白银,2019/3/27
C28588,2019/2/6,男,13,初中及以下,江苏省,泰州市,华为应用商店,刺客,青铜,2019/11/30
C51438,2017#8#30,男,22,大专,重庆市,重庆市,应用宝,法师,青铜,2018/8/26
C28608,2018/10/23,女,17,高中/中专,江苏省,苏州市,华为应用商店,剑士,青铜,2019/2/16
C35156,2018/4/20,女,16,高中/中专,江苏省,苏州市,华为应用商店,剑士,白银,2019/1/10
C42288,2019/3/3,男,33,初中及以下,福建省,龙岩市,APP Store,刺客,青铜,2019/5/8
C50845,2018/3/25,男,16,高中/中专,甘肃省,陇南市,oppo应用商店,刺客,青铜,2018/7/21
C45403,2017#12#29,女,20,大专,安徽省,池州市,华为应用商店,剑士,青铜,2019/1/9
C33749,2018/10/10,男,20,本科,福建省,漳州市,oppo应用商店,法师,青铜,2019/4/1
C47291,2019/4/19,男,26,高中/中专,福建省,福州市,小米应用商店,刺客,青铜,2019/5/31
C43467,2017#12#8,女,16,大专,浙江省,湖州市,应用宝,法师,青铜,2018/2/15
C51649,2019/4/18,男,24,本科,山东省,济南市,华为应用商店,法师,青铜,2019/6/29
C42714,2018/1/16,男,17,大专,福建省,福州市,华为应用商店,刺客,青铜,2018/5/28
C39695,2018/7/17,男,21,本科,河北省,唐山市,小米应用商店,法师,白银,2019/10/24
C38919,2017#7#29,男,13,初中及以下,江苏省,无锡市,oppo应用商店,法师,青铜,2018/5/28
C36606,2017#11#29,女,31,高中/中专,安徽省,六安市,小米应用商店,法师,青铜,2019/7/11
C51425,2018/10/29,男,18,初中及以下,甘肃省,兰州市,APP Store,法师,青铜,2019/10/16
C42188,2018/3/4,男,33,大专,江苏省,镇江市,华为应用商店,刺客,青铜,2018/11/22
C23636,2018/9/6,男,22,博士及以上,江苏省,扬州市,APP Store,刺客,青铜,2018/11/18
C36159,2018/6/7,男,25,大专,浙江省,宁波市,APP Store,刺客,青铜,2019/1/30
C39758,2019/3/1,男,13,初中及以下,甘肃省,武威市,华为应用商店,法师,青铜,2019/5/20
C28526,2017#11#25,女,25,大专,宁夏回族自治区,石嘴山市,APP Store,刺客,青铜,2019/8/10
C33677,2018/4/20,男,18,大专,贵州省,贵阳市,小米应用商店,法师,白银,2018/12/7
C50415,2017#12#31,男,34,高中/中专,黑龙江省,大庆市,oppo应用商店,法师,青铜,2019/4/22
C30974,2017#9#11,男,27,高中/中专,江苏省,无锡市,应用宝,法师,青铜,2018/12/19
C28065,2018/12/27,男,30,高中/中专,河南省,郑州市,vivo应用商店,法师,青铜,2019/11/8
C51081,2019/5/24,男,14,初中及以下,四川省,绵阳市,华为应用商店,剑士,白银,2019/8/13
C50211,2018/9/2,男,13,初中及以下,四川省,成都市,oppo应用商店,法师,青铜,2018/9/25
C44182,2017#8#30,男,22,大专,广东省,汕尾市,oppo应用商店,剑士,青铜,2019/4/17
C40242,2017#10#15,男,14,初中及以下,江苏省,常州市,小米应用商店,刺客,白银,2018/9/8
C21961,2017#7#29,男,34,大专,山东省,济宁市,APP Store,法师,青铜,2018/12/24
C52305,2017#7#30,男,16,大专,江苏省,苏州市,华为应用商店,法师,白银,2018/8/29
C34037,2018/1/10,男,19,本科,浙江省,金华市,APP Store,剑士,青铜,2018/10/12
C33258,2018/9/14,女,30,高中/中专,重庆市,重庆市,华为应用商店,法师,白银,2019/9/7
C49767,2017#8#17,男,30,高中/中专,广东省,深圳市,华为应用商店,法师,青铜,2019/1/8
C38927,2018/3/19,女,13,初中及以下,湖北省,武汉市,APP Store,刺客,白银,2018/7/7
C36073,2017#7#29,女,20,硕士,广东省,深圳市,oppo应用商店,法师,青铜,2019/6/27
C35198,2017#8#14,男,34,硕士,广东省,江门市,oppo应用商店,法师,黄金,2018/4/21
C22542,2019/2/11,男,29,初中及以下,内蒙古自治区,呼伦贝尔市,其他,法师,青铜,2019/5/16
C30678,2018/9/11,男,24,高中/中专,上海市,上海市,oppo应用商店,刺客,青铜,2019/10/1
C27476,2017#12#18,女,34,本科,江苏省,常州市,oppo应用商店,剑士,青铜,2019/3/17
C33553,2018/1/19,女,30,大专,江苏省,扬州市,小米应用商店,剑士,青铜,2018/6/12
C29514,2017#7#8,男,23,大专,湖南省,湘潭市,oppo应用商店,法师,白银,2017/8/8
C21492,2018/2/19,男,25,大专,海南省,三亚市,vivo应用商店,法师,青铜,2018/10/30
C22912,2018/11/21,女,26,本科,江苏省,扬州市,APP Store,刺客,青铜,2019/5/24
C31200,2017#11#28,男,23,本科,宁夏回族自治区,银川市,APP Store,剑士,青铜,2018/8/5
C43499,2018/2/5,女,20,硕士,广东省,深圳市,应用宝,法师,青铜,2018/3/11
C23801,2019/1/17,男,28,本科,江苏省,宿迁市,应用宝,刺客,青铜,2019/1/24
C35284,2017#9#11,女,13,初中及以下,安徽省,阜阳市,APP Store,刺客,青铜,2017/12/29
C47453,2018/2/22,男,21,大专,江苏省,宿迁市,oppo应用商店,法师,青铜,2019/2/22
C31182,2018/7/15,女,28,高中/中专,广东省,深圳市,oppo应用商店,剑士,青铜,2019/1/26
C51902,2017#12#9,男,22,大专,江苏省,常州市,oppo应用商店,法师,青铜,2019/1/20
C35517,2018/10/29,女,30,高中/中专,上海市,上海市,oppo应用商店,法师,青铜,2019/4/26
C51884,2018/10/10,男,22,本科,上海市,上海市,oppo应用商店,剑士,青铜,2019/8/18
C29392,2017#8#4,男,15,初中及以下,福建省,厦门市,小米应用商店,法师,青铜,2019/5/7
C31952,2019/3/8,女,14,初中及以下,广东省,东莞市,小米应用商店,法师,青铜,2019/5/4
C23165,2018/9/12,男,40,大专,湖南省,岳阳市,华为应用商店,法师,白银,2019/6/17
C33787,2018/11/29,男,13,初中及以下,安徽省,池州市,oppo应用商店,法师,青铜,2019/1/20
C52731,2017#7#22,女,17,高中/中专,广东省,江门市,oppo应用商店,刺客,青铜,2018/9/19
C25480,2017#12#3,男,30,大专,江苏省,无锡市,APP Store,剑士,青铜,2019/3/20
C24016,2017#11#8,男,19,本科,广东省,佛山市,其他,刺客,青铜,2019/11/27
C36594,2019/1/19,女,21,初中及以下,湖北省,襄阳市,vivo应用商店,刺客,青铜,2019/2/10
C37151,2017#10#26,男,24,硕士,浙江省,宁波市,APP Store,刺客,白银,2019/8/3
C49936,2017#12#25,女,21,初中及以下,陕西省,宝鸡市,APP Store,法师,青铜,2019/8/31
C47135,2018/1/6,女,25,本科,江苏省,泰州市,华为应用商店,刺客,青铜,2018/4/28
C40646,2017#10#22,男,19,大专,江苏省,无锡市,华为应用商店,法师,青铜,2018/6/25
C48766,2018/9/15,男,15,初中及以下,湖南省,株洲市,oppo应用商店,刺客,青铜,2018/12/21
C46177,2017#9#9,女,36,硕士,陕西省,宝鸡市,应用宝,剑士,青铜,2018/8/3
C43437,2018/10/15,女,30,大专,广东省,珠海市,华为应用商店,法师,青铜,2019/4/4
C39854,2018/10/29,女,29,本科,河南省,鹤壁市,oppo应用商店,剑士,青铜,2019/11/5
C35084,2017#10#27,男,30,大专,河南省,周口市,oppo应用商店,法师,青铜,2019/3/22
C42972,2017#11#22,女,16,高中/中专,黑龙江省,哈尔滨市,vivo应用商店,剑士,青铜,2018/8/8
C41823,2018/5/2,女,17,高中/中专,广东省,佛山市,其他,刺客,青铜,2019/3/24
C35161,2017#10#4,女,26,高中/中专,江西省,九江市,vivo应用商店,刺客,青铜,2019/11/1
C43881,2019/4/12,女,21,大专,黑龙江省,双鸭山市,华为应用商店,刺客,青铜,2019/5/26
C41120,2017#9#21,女,43,初中及以下,安徽省,滁州市,APP Store,剑士,青铜,2018/7/22
C43341,2019/1/6,男,37,大专,湖北省,十堰市,华为应用商店,法师,白银,2019/3/27
C51794,2018/1/18,男,26,本科,江苏省,苏州市,华为应用商店,剑士,青铜,2018/12/20
C28812,2017#12#2,男,23,博士及以上,四川省,眉山市,华为应用商店,法师,青铜,2018/11/9
C26284,2018/10/5,男,29,本科,浙江省,宁波市,vivo应用商店,法师,青铜,2018/11/6
C22235,2017#8#24,男,22,大专,浙江省,金华市,vivo应用商店,法师,白银,2019/1/5
C44657,2018/8/23,男,15,初中及以下,湖北省,十堰市,APP Store,刺客,青铜,2019/7/30
C24895,2019/6/18,女,28,高中/中专,江西省,吉安市,华为应用商店,剑士,青铜,2019/8/7
C40637,2019/2/8,男,37,大专,广西壮族自治区,桂林市,应用宝,法师,青铜,2019/3/3
C30308,2018/2/22,男,20,大专,重庆市,重庆市,vivo应用商店,法师,白银,2019/2/8
C23122,2017#7#8,男,15,初中及以下,江苏省,扬州市,oppo应用商店,刺客,青铜,2019/3/13
C49053,2018/5/4,男,19,博士及以上,山东省,青岛市,oppo应用商店,刺客,青铜,2018/7/14
C36869,2017#8#19,女,23,大专,重庆市,重庆市,vivo应用商店,剑士,青铜,2017/11/19
C34354,2019/1/19,男,24,本科,江苏省,扬州市,应用宝,剑士,青铜,2019/11/11
C24293,2017#12#24,男,14,初中及以下,福建省,宁德市,oppo应用商店,法师,青铜,2019/11/7
C42613,2018/7/12,男,21,高中/中专,江西省,上饶市,应用宝,法师,青铜,2018/12/4
C43044,2018/10/24,男,16,初中及以下,江苏省,苏州市,APP Store,刺客,青铜,2019/6/22
C45998,2018/1/29,男,20,高中/中专,广西壮族自治区,南宁市,vivo应用商店,法师,青铜,2018/3/2
C46175,2018/5/7,男,28,大专,安徽省,芜湖市,华为应用商店,刺客,白银,2018/11/15
C38916,2017#8#23,男,20,本科,江苏省,苏州市,oppo应用商店,法师,白银,2017/12/13
C41327,2017#8#17,男,20,大专,陕西省,西安市,应用宝,法师,青铜,2017/9/13
C28791,2017#12#29,男,12,初中及以下,广西壮族自治区,河池市,华为应用商店,法师,青铜,2018/2/17
C32327,2017#7#17,男,21,大专,四川省,绵阳市,小米应用商店,剑士,青铜,2017/12/23
C51149,2017#11#1,男,22,硕士,陕西省,西安市,应用宝,法师,青铜,2019/2/8
C45985,2018/12/5,男,18,高中/中专,江苏省,南京市,应用宝,法师,青铜,2019/11/4
C47459,2018/5/15,男,39,硕士,山西省,临汾市,oppo应用商店,剑士,青铜,2018/8/18
C38798,2018/9/27,女,17,高中/中专,广东省,东莞市,oppo应用商店,法师,青铜,2019/4/16
C51251,2018/12/13,男,16,大专,安徽省,蚌埠市,vivo应用商店,法师,青铜,2019/7/14
C52279,2017#10#18,男,15,初中及以下,广东省,深圳市,应用宝,法师,白银,2018/11/16
C44349,2017#9#27,男,23,大专,安徽省,合肥市,华为应用商店,剑士,青铜,2019/3/31
C23569,2017#8#4,女,35,初中及以下,山东省,潍坊市,华为应用商店,刺客,青铜,2018/1/8
C42955,2018/3/31,女,23,高中/中专,江西省,九江市,vivo应用商店,法师,白银,2018/6/20
C26363,2017#8#8,男,16,大专,辽宁省,铁岭市,小米应用商店,剑士,青铜,2018/11/3
C39256,2019/5/27,男,31,大专,安徽省,马鞍山市,华为应用商店,刺客,青铜,2019/7/7
C21896,2018/2/13,女,15,初中及以下,福建省,福州市,APP Store,刺客,青铜,2018/4/14
C42652,2018/12/8,男,18,大专,福建省,泉州市,华为应用商店,剑士,青铜,2019/10/16
C47628,2017#7#15,男,24,大专,江苏省,苏州市,oppo应用商店,法师,白银,2018/10/13
C41818,2018/1/10,男,38,大专,海南省,海南省直辖,华为应用商店,法师,青铜,2018/2/26
C41482,2018/12/8,男,22,大专,福建省,泉州市,华为应用商店,法师,白银,2019/9/6
C27589,2017#10#12,女,14,初中及以下,江苏省,南通市,华为应用商店,法师,青铜,2019/4/3
C37599,2018/6/25,男,21,高中/中专,重庆市,重庆市,应用宝,刺客,青铜,2019/4/2
C34805,2017#9#19,男,22,初中及以下,浙江省,台州市,oppo应用商店,剑士,青铜,2019/5/19
C29936,2018/1/6,男,21,大专,广西壮族自治区,柳州市,vivo应用商店,刺客,王者,2018/2/24
C42797,2018/8/5,女,25,本科,云南省,昆明市,oppo应用商店,法师,青铜,2019/11/22
C32986,2019/1/16,男,22,大专,浙江省,宁波市,应用宝,法师,青铜,2019/2/14
C27694,2018/2/10,男,30,初中及以下,重庆市,重庆市,华为应用商店,法师,青铜,2019/1/29
C25759,2017#7#29,男,34,大专,北京市,北京市,应用宝,法师,青铜,2017/8/20
C27965,2018/5/24,男,18,高中/中专,安徽省,合肥市,应用宝,法师,青铜,2019/3/24
C26683,2018/4/20,女,18,大专,福建省,泉州市,vivo应用商店,法师,青铜,2018/12/6
C38161,2018/7/21,男,17,高中/中专,江苏省,扬州市,应用宝,法师,青铜,2019/3/12
C27398,2017#10#9,男,14,初中及以下,山东省,日照市,APP Store,法师,青铜,2018/4/19
C31665,2017#10#29,男,25,硕士,海南省,海南省直辖,应用宝,剑士,青铜,2017/12/11
C28112,2018/9/19,男,20,大专,广西壮族自治区,梧州市,应用宝,剑士,青铜,2019/2/14
C24690,2017#10#22,女,24,大专,上海市,上海市,小米应用商店,法师,青铜,2018/7/22
C47367,2017#7#26,男,18,大专,浙江省,宁波市,华为应用商店,刺客,青铜,2017/11/30
C41841,2018/1/19,男,15,初中及以下,广东省,佛山市,应用宝,刺客,白银,2018/7/5
C45984,2018/1/19,男,29,大专,河南省,南阳市,华为应用商店,刺客,青铜,2018/12/12
C29693,2017#10#10,男,24,硕士,浙江省,温州市,vivo应用商店,剑士,青铜,2017/12/19
C40061,2018/3/23,女,25,初中及以下,江苏省,连云港市,应用宝,法师,青铜,2019/7/6
C49140,2018/2/15,男,23,大专,广东省,中山市,oppo应用商店,法师,青铜,2018/5/10
C28338,2017#7#31,男,24,高中/中专,江西省,吉安市,应用宝,法师,青铜,2017/9/15
C51683,2019/2/13,男,20,本科,河北省,衡水市,应用宝,法师,青铜,2019/3/31
C34502,2018/12/13,男,35,本科,山东省,临沂市,华为应用商店,法师,青铜,2019/2/22
C38849,2017#11#23,男,14,初中及以下,山东省,潍坊市,应用宝,法师,青铜,2019/10/29
C38349,2018/10/21,男,31,大专,上海市,上海市,oppo应用商店,法师,青铜,2019/8/12
C49372,2019/1/13,女,19,高中/中专,云南省,文山壮族苗族自治州,APP Store,法师,青铜,2019/4/17
C26992,2018/7/15,女,29,大专,广西壮族自治区,玉林市,vivo应用商店,刺客,青铜,2019/2/13
C38819,2019/1/25,男,34,硕士,湖南省,郴州市,oppo应用商店,剑士,白银,2019/5/1
C27411,2018/3/19,男,27,大专,河北省,唐山市,应用宝,法师,王者,2018/6/5
C30430,2019/4/3,女,23,大专,上海市,上海市,小米应用商店,法师,青铜,2019/11/27
C40368,2017#9#29,男,27,本科,广东省,广州市,vivo应用商店,刺客,青铜,2018/8/8
C42054,2018/12/8,男,18,初中及以下,云南省,楚雄彝族自治州,华为应用商店,刺客,白银,2019/11/3
C25443,2017#8#12,男,22,大专,广西壮族自治区,南宁市,应用宝,法师,青铜,2019/6/15
C44670,2019/1/6,女,33,硕士,四川省,成都市,oppo应用商店,剑士,青铜,2019/2/24
C44648,2017#8#11,男,27,硕士,四川省,广元市,华为应用商店,法师,青铜,2019/3/13
C24819,2017#10#22,男,26,初中及以下,贵州省,安顺市,oppo应用商店,剑士,青铜,2018/10/30
